filepath,label,class
"tanggal_waktu/crop_01113.jpg","28/10/23","tanggal_waktu"
"line_item/crop_01111.jpg","336.000","line_item"
"line_item/crop_01098.jpg","FF.HOME SHOESTRING","line_item"
"line_item/crop_01110.jpg","292.500","line_item"
"line_item/crop_01094.jpg","7.500","line_item"
"line_item/crop_01093.jpg","35.000","line_item"
"total_belanja/crop_02969.jpg","Total RM Incl. of GST 8.65","total_belanja"
"total_belanja/crop_02966.jpg","Total RM Incl. of GST 9.85","total_belanja"
"tanggal_waktu/crop_02967.jpg","28/03/18 13:24","tanggal_waktu"
"nama_toko/crop_02971.jpg","POPULAR BOOK CO. (M) SDN BHD","nama_toko"
"nama_toko/crop_02970.jpg","POPULAR BOOK","nama_toko"
"line_item/crop_02968.jpg","PB SHT/P 11H A4 10'S C/O. 2pc * 3.50 7.00","line_item"
"nama_toko/crop_01549.jpg","CHATTING CAFE & DIMSUM SUMATERA","nama_toko"
"line_item/crop_01467.jpg","Goreng Srikaya 14.000 x1 14.000","line_item"
"line_item/crop_01115.jpg","sereh 9.000","line_item"
"line_item/crop_01466.jpg","catch 28.000 x1 28.000","line_item"
"line_item/crop_00020.jpg","INDOMI AYAM BWNG 69G 1 2200 2.300","line_item"
"line_item/crop_01116.jpg","pisang 30.000","line_item"
"line_item/crop_01117.jpg","sayur 25.000","line_item"
"line_item/crop_01119.jpg","Kecambah 11.000","line_item"
"line_item/crop_01122.jpg","pandan 1.000","line_item"
"line_item/crop_01120.jpg","Telur 18.000","line_item"
"line_item/crop_01121.jpg","Kelapa 14.000","line_item"
"line_item/crop_01123.jpg","udang 100.000","line_item"
"total_belanja/crop_01125.jpg","374.000","total_belanja"
"nama_toko/crop_01126.jpg","Tobaku","nama_toko"
"line_item/crop_01124.jpg","tahu 14.000","line_item"
"line_item/crop_01128.jpg","Van HOUTEN 165GR (50) PCS 46.750 x 15 = 701.250.000","line_item"
"line_item/crop_01129.jpg","GULA LOKAL TIMBANGAN 1KG PCS 17.700  x 15 = 265.500.000","line_item"
"tanggal_waktu/crop_01127.jpg","28-03-26 17:19:01","tanggal_waktu"
"tanggal_waktu/crop_01132.jpg","29-03-26 08:42:25","tanggal_waktu"
"nama_toko/crop_01136.jpg","TIAM","nama_toko"
"nama_toko/crop_01131.jpg","Tobaku","nama_toko"
"total_belanja/crop_01134.jpg","Tunai 409.500.000","total_belanja"
"total_belanja/crop_01130.jpg","Tunai 966.750.000","total_belanja"
"line_item/crop_01133.jpg","TELUR AYAM KRAT 409500 x 1 = 409.500.000","line_item"
"total_belanja/crop_01139.jpg","185.000","total_belanja"
"nama_toko/crop_01141.jpg","THIAM","nama_toko"
"line_item/crop_01137.jpg","20 ICE CUBE 5.000 100.000","line_item"
"line_item/crop_01138.jpg","17 ICE CUBE 5.000 85.000","line_item"
"line_item/crop_01142.jpg","5.000","line_item"
"total_belanja/crop_01143.jpg","200.000","total_belanja"
"tanggal_waktu/crop_01145.jpg","14-04-2026 08:35","tanggal_waktu"
"total_belanja/crop_01147.jpg","TOTAL 95.000","total_belanja"
"nama_toko/crop_01149.jpg","THIAM","nama_toko"
"total_belanja/crop_01151.jpg","150.000","total_belanja"
"line_item/crop_01146.jpg","elpiji 5.5 kg 1 x 95.000 95.000","line_item"
"nama_toko/crop_01144.jpg","FAM MART","nama_toko"
"total_belanja/crop_01156.jpg","160.000","total_belanja"
"tanggal_waktu/crop_01152.jpg","15-4-26","tanggal_waktu"
"nama_toko/crop_01157.jpg","Tobaku","nama_toko"
"line_item/crop_01153.jpg","12 PAGI 60.000","line_item"
"line_item/crop_01154.jpg","20 MALAM 100.000","line_item"
"nama_toko/crop_01155.jpg","TIAM","nama_toko"
"line_item/crop_01114.jpg","JERUK 42.000","line_item"
"line_item/crop_01118.jpg","BW GR 110.000","line_item"
"line_item/crop_01159.jpg","SKM DAIRY CHAMP 480GR (48 DUS 592.800 x 3 = 1.778.400.000","line_item"
"tanggal_waktu/crop_01158.jpg","16-04-26 09:53:01","tanggal_waktu"
"tanggal_waktu/crop_01135.jpg","29/2/25","tanggal_waktu"
"tanggal_waktu/crop_01140.jpg","2026","tanggal_waktu"
"nama_toko/crop_00140.jpg","HAMMOCKS TRADING COMPANY","nama_toko"
"tanggal_waktu/crop_00141.jpg","3/10/2017 6:23","tanggal_waktu"
"line_item/crop_00143.jpg","Shrimp Entree 21.00","line_item"
"tanggal_waktu/crop_01148.jpg","23/08/25","tanggal_waktu"
"line_item/crop_00144.jpg","BBQ & Blue Chz chips 6.00","line_item"
"line_item/crop_00145.jpg","Discount:BBQ & Blue Chz -6.00","line_item"
"line_item/crop_00146.jpg","Sprte 2.50","line_item"
"line_item/crop_00147.jpg","Lobster Rol1 21.00","line_item"
"line_item/crop_00151.jpg","2 wooken Dinner 27.96","line_item"
"line_item/crop_00152.jpg","2 Coke 3.16","line_item"
"nama_toko/crop_00150.jpg","Now Asia Buffet","nama_toko"
"total_belanja/crop_00148.jpg","Total 50.29","total_belanja"
"line_item/crop_00157.jpg","1 Hf-Peking Duck $18.95","line_item"
"line_item/crop_00158.jpg","Stir Beef Fillet w. Tofu $15.95","line_item"
"total_belanja/crop_00153.jpg","TOTAL : 33.92","total_belanja"
"line_item/crop_00156.jpg","Spicy Chickon w Spicy Garlic $47.95","line_item"
"tanggal_waktu/crop_00154.jpg","06/13/17 08:38 PM - 09:17 P","tanggal_waktu"
"nama_toko/crop_00155.jpg","Lan Sheng","nama_toko"
"tanggal_waktu/crop_00878.jpg","08/15/2017 5:51 pm","tanggal_waktu"
"line_item/crop_00160.jpg","White Rice (S) $1.50","line_item"
"line_item/crop_00159.jpg","Pork w. Spicy Capsicum $12.95","line_item"
"line_item/crop_00142.jpg","Coke 2.50","line_item"
"total_belanja/crop_00245.jpg","TOTAL 4.500","total_belanja"
"tanggal_waktu/crop_00149.jpg","Date: ov-15-08-N Time: 5:17PM","tanggal_waktu"
"line_item/crop_01868.jpg","Nissin Lemonia 37.500","line_item"
"total_belanja/crop_01628.jpg","TOTAL BELANJA 38.000","total_belanja"
"line_item/crop_01869.jpg","TANGO WFR ROYALE 27.850","line_item"
"line_item/crop_01871.jpg","Nissin WFR Choco 269.000","line_item"
"line_item/crop_01872.jpg","BIG COLA 14.900","line_item"
"line_item/crop_01870.jpg","TANGO WAFER CHOCO 27.850","line_item"
"total_belanja/crop_01877.jpg","Total 135.600","total_belanja"
"line_item/crop_01874.jpg","TARO SEAWEED 7.500","line_item"
"line_item/crop_01876.jpg","MIZONE CRSP APPL 5.900","line_item"
"line_item/crop_01873.jpg","QTELS TEMPE 5.400","line_item"
"nama_toko/crop_01878.jpg","INDOMARET","nama_toko"
"line_item/crop_01875.jpg","VISINE ORIGINAL 8ML 12.500","line_item"
"nama_toko/crop_01879.jpg","CAFE SOLO OASIS","nama_toko"
"line_item/crop_01883.jpg","PASTERY COCONUT 23.500","line_item"
"line_item/crop_01882.jpg","CHESS BURGER SALMON 168.675","line_item"
"line_item/crop_01881.jpg","ICE TEA 25.800","line_item"
"total_belanja/crop_01884.jpg","TOTAL 384.164","total_belanja"
"line_item/crop_01880.jpg","MOCA CAPUCINO LARGE 131.265","line_item"
"tanggal_waktu/crop_01885.jpg","05-JULI-2018/19:21:00","tanggal_waktu"
"line_item/crop_01472.jpg","cotch 28.000 x1 28.00","line_item"
"nama_toko/crop_01469.jpg","Project - W","nama_toko"
"line_item/crop_01471.jpg","Berry 31.000 x1 310","line_item"
"tanggal_waktu/crop_01470.jpg","28 Sep 2025 18:40","tanggal_waktu"
"total_belanja/crop_01474.jpg","Rp 73.000","total_belanja"
"line_item/crop_01479.jpg","KACANG PANJANG 0.34 22.700 7875","line_item"
"nama_toko/crop_01482.jpg","PTFRESHMART INDONEST","nama_toko"
"line_item/crop_01478.jpg","CABE RAWIT MERAH 1.00 3200 3200","line_item"
"nama_toko/crop_01475.jpg","PT.FRESHMART INDOREST","nama_toko"
"tanggal_waktu/crop_01476.jpg","01/08/2025 17:19:14","tanggal_waktu"
"total_belanja/crop_01481.jpg","TOTAL : Rp 29.275","total_belanja"
"line_item/crop_01485.jpg","CABE RAWIT MERAH 1.00 5.200 5.200","line_item"
"tanggal_waktu/crop_01490.jpg","04/10/2025 00:00 16:27","tanggal_waktu"
"nama_toko/crop_01489.jpg","PT SMART RETAIL PERKASA","nama_toko"
"total_belanja/crop_01488.jpg","TOTAL RP 29.275","total_belanja"
"tanggal_waktu/crop_01483.jpg","01/08/2025 17:16:14","tanggal_waktu"
"line_item/crop_01486.jpg","KACANG PANJANG 0.34 22.700 7.875","line_item"
"nama_toko/crop_01886.jpg","Pawoon Rasto","nama_toko"
"line_item/crop_01889.jpg","Es Teh Manis 4.000","line_item"
"line_item/crop_01890.jpg","Martabek Telur X1 33.000","line_item"
"total_belanja/crop_01891.jpg","Total 84.700","total_belanja"
"line_item/crop_01888.jpg","Martabak ORIGINAL X2 40.000","line_item"
"tanggal_waktu/crop_01887.jpg","2017-07-23 08:45:34","tanggal_waktu"
"tanggal_waktu/crop_00242.jpg","18-05-2017 06:51:42","tanggal_waktu"
"nama_toko/crop_01892.jpg","JAKARTA","nama_toko"
"total_belanja/crop_00241.jpg","Total 4.500","total_belanja"
"nama_toko/crop_00243.jpg","ALFAMART","nama_toko"
"tanggal_waktu/crop_01893.jpg","22 SEP 2024 16.49","tanggal_waktu"
"line_item/crop_00240.jpg","SaRI RoTI SW CK 1 4,500 4,500","line_item"
"line_item/crop_01898.jpg","MULTI ML-08 1KG 28.900","line_item"
"tanggal_waktu/crop_01897.jpg","01.03 25 19:27","tanggal_waktu"
"total_belanja/crop_01896.jpg","Total Rp232.000","total_belanja"
"line_item/crop_01899.jpg","Paseo SMART MINIONS 15.000","line_item"
"line_item/crop_00244.jpg","SARI ROTI SW 1X 4.500 4.500","line_item"
"line_item/crop_01894.jpg","ANTI GORES IPHONE 6 100.000","line_item"
"line_item/crop_01901.jpg","RINSO CLASIC FRESH 11.000","line_item"
"line_item/crop_01900.jpg","KPROTEX DAILY COMFORT 15.000","line_item"
"nama_toko/crop_01904.jpg","SUPERMARKET","nama_toko"
"total_belanja/crop_01903.jpg","Total Rp 80.500","total_belanja"
"nama_toko/crop_01905.jpg","UNGGUL MART","nama_toko"
"line_item/crop_01902.jpg","Paseo BABU WIPES 10.600","line_item"
"tanggal_waktu/crop_01906.jpg","31.10.24 19:47","tanggal_waktu"
"line_item/crop_01895.jpg","ANTI GORES IPHONE 1 PCS X 100.000 Rp 100.000","line_item"
"line_item/crop_01074.jpg","Sport Bra RP 40.000 1X Rp 40.000 RP 40.000","line_item"
"tanggal_waktu/crop_01514.jpg","03 OCT 2025","tanggal_waktu"
"tanggal_waktu/crop_01512.jpg","01-10-2025 20:37:24","tanggal_waktu"
"nama_toko/crop_01513.jpg","PUSAT CANTIKK","nama_toko"
"nama_toko/crop_01517.jpg","HERA ACCESSORIES","nama_toko"
"line_item/crop_01519.jpg","Anting Titanium 25 25.000 25.000","line_item"
"line_item/crop_01521.jpg","CINCIN STAINLESS 10.000 10.000","line_item"
"line_item/crop_01520.jpg","KALUNG TITANIUM 48.000 48.000","line_item"
"tanggal_waktu/crop_01518.jpg","02/10/2025 20.04","tanggal_waktu"
"total_belanja/crop_01516.jpg","TOTAL 58.000","total_belanja"
"line_item/crop_01527.jpg","1 KULIT CRISPY 12.000","line_item"
"line_item/crop_01526.jpg","1 AYAM ANCUR JUMBO + NASI 22.000","line_item"
"tanggal_waktu/crop_01524.jpg","09 OKT 25 12:00","tanggal_waktu"
"line_item/crop_01525.jpg","1 AYAM ANCUR + NASI 15.000","line_item"
"total_belanja/crop_01522.jpg","TOTAL AKHIR 83.000","total_belanja"
"nama_toko/crop_01523.jpg","AYAM ANCUR KARIMATA","nama_toko"
"tanggal_waktu/crop_01531.jpg","09 OKT 2025 12:42","tanggal_waktu"
"line_item/crop_01532.jpg","MATCHA CHOCO 30.000","line_item"
"line_item/crop_01528.jpg","1 ES TAWAR  2.000","line_item"
"nama_toko/crop_01530.jpg","703 Coffee","nama_toko"
"total_belanja/crop_01529.jpg","Total 51.000","total_belanja"
"line_item/crop_01533.jpg","RED VELVET LATTE ICE 25.000","line_item"
"tanggal_waktu/crop_01536.jpg","U9 Oct 2025 12:42","tanggal_waktu"
"total_belanja/crop_01539.jpg","Total 66.000","total_belanja"
"total_belanja/crop_01534.jpg","Total Rp.56.000","total_belanja"
"line_item/crop_01537.jpg","MATCHA CHOCO 30.000","line_item"
"nama_toko/crop_01535.jpg","703 coffee","nama_toko"
"line_item/crop_01538.jpg","Red Velvet Latte Ice 25.000 25.000","line_item"
"total_belanja/crop_01544.jpg","TOTAL 45.000","total_belanja"
"line_item/crop_01543.jpg","VERONA STRONG 24.000","line_item"
"nama_toko/crop_01540.jpg","CHATTING CAFE & DIMSUM TANRAY","nama_toko"
"line_item/crop_01542.jpg","Wonton Goreng Kuah SPICY 21.00O","line_item"
"nama_toko/crop_01545.jpg","ALFAMART","nama_toko"
"tanggal_waktu/crop_01541.jpg","10 Okt 25 13:22","tanggal_waktu"
"tanggal_waktu/crop_01548.jpg","15-10-2025 09:03:07","tanggal_waktu"
"line_item/crop_00500.jpg","FF SKM PTH 490G 2 13.700 27.400","line_item"
"line_item/crop_01546.jpg","BUITA MBO 245ML 10.000 10.000","line_item"
"line_item/crop_00502.jpg","KP Branding L 1 200 200","line_item"
"total_belanja/crop_01547.jpg","Total Item 10.000","total_belanja"
"line_item/crop_00501.jpg","DJARUM SM BLKI6 1 19.200 19.200","line_item"
"line_item/crop_00507.jpg","SCORLINES PAYUN 1 52.400 52.400","line_item"
"line_item/crop_00503.jpg","INDOMIE GPRK85G 2 2.600 5.200","line_item"
"total_belanja/crop_00504.jpg","Total Item 4 52.000","total_belanja"
"line_item/crop_00508.jpg","STAMP ROYALVKB 1 1 1","line_item"
"nama_toko/crop_00506.jpg","ALFAMART","nama_toko"
"tanggal_waktu/crop_00505.jpg","27-07-2019 16:01:10","tanggal_waktu"
"line_item/crop_00512.jpg","SCORLINES PAYUN 1 52.400 52.400","line_item"
"line_item/crop_00513.jpg","STAMP ROYALVKB 1 1 1","line_item"
"total_belanja/crop_00509.jpg","Total Belanja 39.900","total_belanja"
"tanggal_waktu/crop_00510.jpg","19-03-2017 15:28:45.","tanggal_waktu"
"nama_toko/crop_00511.jpg","ALFAMART","nama_toko"
"total_belanja/crop_00514.jpg","Total Belanja 39.900","total_belanja"
"tanggal_waktu/crop_00517.jpg","02 Mar 2019 12:53:48P","tanggal_waktu"
"tanggal_waktu/crop_00515.jpg","19-03-2017 15:28:45","tanggal_waktu"
"line_item/crop_00518.jpg","1 Chicken Torta $6.50","line_item"
"line_item/crop_00520.jpg","1 CUSTOM ITEM $0.50","line_item"
"line_item/crop_00519.jpg","1 Horchata $0.0O","line_item"
"nama_toko/crop_00516.jpg","BRASAS RESTAURANT","nama_toko"
"total_belanja/crop_00521.jpg","Total $9.97","total_belanja"
"tanggal_waktu/crop_00526.jpg","19--03-2017 15:28:45","tanggal_waktu"
"total_belanja/crop_00525.jpg","Total Belanja 39.900","total_belanja"
"line_item/crop_00523.jpg","SCORLINES PAYUN 1 52.400 52.400","line_item"
"line_item/crop_00524.jpg","STAMP ROYALVKB 1 1 1","line_item"
"nama_toko/crop_00522.jpg","ALFAMART","nama_toko"
"tanggal_waktu/crop_01550.jpg","15 Okt 25 14:52","tanggal_waktu"
"nama_toko/crop_00527.jpg","ALFAMART","nama_toko"
"line_item/crop_00528.jpg","SARI ROTI SW CK 1 4.500 4.500","line_item"
"line_item/crop_01551.jpg","CHATTING STRONG 25.000","line_item"
"line_item/crop_01552.jpg","PotaTo PLATTER 27.000","line_item"
"line_item/crop_00929.jpg","Hhípped Cream $2.50","line_item"
"total_belanja/crop_01557.jpg","Total 5.000","total_belanja"
"nama_toko/crop_01554.jpg","CHATTING CAFE & DIMSUM TANRAY","nama_toko"
"tanggal_waktu/crop_01555.jpg","20 Okt 25 15:39","tanggal_waktu"
"line_item/crop_01556.jpg","ICE CREAM 5.000","line_item"
"nama_toko/crop_01558.jpg","CHATTING CAFE & DIMSUM TANRAY","nama_toko"
"total_belanja/crop_01553.jpg","Total 52.000","total_belanja"
"line_item/crop_01560.jpg","ICE CREAM 5.000","line_item"
"tanggal_waktu/crop_01559.jpg","20 Okt 25 15:39","tanggal_waktu"
"total_belanja/crop_01564.jpg","TOTAL ITEM 4.700","total_belanja"
"line_item/crop_01563.jpg","AIR 600ML 4.700","line_item"
"nama_toko/crop_01562.jpg","ALFAMART TANJUNG HULU","nama_toko"
"total_belanja/crop_01561.jpg","Total 5.000","total_belanja"
"line_item/crop_01569.jpg","1 DIMSUM AYAM 12.000","line_item"
"tanggal_waktu/crop_01565.jpg","23-10-225 17:37:18","tanggal_waktu"
"total_belanja/crop_01570.jpg","TOTAL 28.000","total_belanja"
"line_item/crop_01568.jpg","1 Teh ES JUMBO 6.000","line_item"
"line_item/crop_01567.jpg","1 MERCON LEVEL 0 10.000","line_item"
"tanggal_waktu/crop_01566.jpg","27/10/2025 21.27.21","tanggal_waktu"
"nama_toko/crop_01571.jpg","MIELEPAR","nama_toko"
"tanggal_waktu/crop_01573.jpg","27-10-2025 23:04","tanggal_waktu"
"line_item/crop_01574.jpg","ESTLE 150OML 6.000","line_item"
"total_belanja/crop_01576.jpg","Total Rp 9.200","total_belanja"
"nama_toko/crop_01572.jpg","IONE Mart","nama_toko"
"line_item/crop_01575.jpg","SedaaP Coreng Ayam Bakar Limau 3.200","line_item"
"line_item/crop_00341.jpg","2 DOUBLE DIP tky bowl barley 1 past bowl barley 27.98","line_item"
"line_item/crop_00342.jpg","1 KNISH 0.00","line_item"
"tanggal_waktu/crop_01578.jpg","27-10-2025 22:26","tanggal_waktu"
"nama_toko/crop_01577.jpg","IONE MART","nama_toko"
"line_item/crop_01579.jpg","ICE MOCHI BeraS Ketan 30g 3.000","line_item"
"tanggal_waktu/crop_00340.jpg","12:05 03/05/17","tanggal_waktu"
"line_item/crop_00346.jpg","2 WATER 0.0","line_item"
"total_belanja/crop_00347.jpg","TOTAL: 41.32","total_belanja"
"line_item/crop_00345.jpg","1 COFFEE 1.9","line_item"
"line_item/crop_00343.jpg","1 ROUND 3.99","line_item"
"line_item/crop_00344.jpg","1 KASHE SIDE 3.99","line_item"
"nama_toko/crop_00348.jpg","AlFAMART","nama_toko"
"line_item/crop_00349.jpg","SUNLG MINT 755 25.200 25.200","line_item"
"line_item/crop_00354.jpg","SUNLG MINT 755 25.200 25.200","line_item"
"nama_toko/crop_00352.jpg","AlFAMART CILANDAK KKO 5","nama_toko"
"tanggal_waktu/crop_00351.jpg","18-03-2022 06:28:44","tanggal_waktu"
"total_belanja/crop_00350.jpg","Total Item 1 25.200","total_belanja"
"tanggal_waktu/crop_00353.jpg","18-03-2022 06:28:44","tanggal_waktu"
"total_belanja/crop_00355.jpg","Total Item 1 25.200","total_belanja"
"line_item/crop_00358.jpg","1 Tegliatella al Ragu $14.90","line_item"
"total_belanja/crop_00361.jpg","Total $61.80","total_belanja"
"tanggal_waktu/crop_00356.jpg","27-Apr-2017 6:21:59P","tanggal_waktu"
"line_item/crop_00359.jpg","1 Cappellacci Di Zucca $18.90","line_item"
"nama_toko/crop_00357.jpg","VIA EMILIA 9","nama_toko"
"nama_toko/crop_00362.jpg","MOONSTaR RESTAURANT","nama_toko"
"tanggal_waktu/crop_00365.jpg","18:08","tanggal_waktu"
"tanggal_waktu/crop_00367.jpg","04/24/2018 7:06 PM","tanggal_waktu"
"nama_toko/crop_00366.jpg","Taco Time","nama_toko"
"total_belanja/crop_00363.jpg","TOTAL: 146.57","total_belanja"
"line_item/crop_00364.jpg","5 FRI-SUN DINNER $29.88 149.40","line_item"
"tanggal_waktu/crop_00371.jpg","Date 10-20-2018 Time 12:37P","tanggal_waktu"
"nama_toko/crop_00370.jpg","RED & Hot II","nama_toko"
"total_belanja/crop_00369.jpg","Total 6.59","total_belanja"
"line_item/crop_00374.jpg","1 (I.)Veg Spare Ribs BBS 7.65 W/R","line_item"
"line_item/crop_00368.jpg","SAT TACO BF 5.99","line_item"
"line_item/crop_00372.jpg","1 Vegetable Roll 0.00 Egg Roll","line_item"
"total_belanja/crop_00375.jpg","TOTAL: 23.46","total_belanja"
"nama_toko/crop_00936.jpg","PT. SUMBER ALFARIA TRIJAYA,TBK","nama_toko"
"line_item/crop_00604.jpg","COKE 3.65","line_item"
"tanggal_waktu/crop_00603.jpg","11/01/2018 7:30 PM","tanggal_waktu"
"line_item/crop_00360.jpg","1 Stufato Al Latte Di Ravenna $22.90","line_item"
"nama_toko/crop_00602.jpg","DAILY GRILL","nama_toko"
"line_item/crop_00608.jpg","Eye Steak Broccoli 35.75","line_item"
"nama_toko/crop_00610.jpg","GO MONGO BBQ","nama_toko"
"line_item/crop_00605.jpg","Short Rib 27.95","line_item"
"total_belanja/crop_00609.jpg","91.45","total_belanja"
"line_item/crop_00606.jpg","Diet Coke 3.65","line_item"
"line_item/crop_00607.jpg","Crispy Naked Wings 11.95","line_item"
"total_belanja/crop_00614.jpg","total $52.86","total_belanja"
"nama_toko/crop_00616.jpg","N.CITRUS AVS","nama_toko"
"tanggal_waktu/crop_00611.jpg","Jan 28 2018 5:48:07","tanggal_waktu"
"line_item/crop_01580.jpg","AICE MILK MELON STICK 50g 3.000","line_item"
"line_item/crop_00612.jpg","BBQ Dinner $10.99 x4 $47.15","line_item"
"line_item/crop_00613.jpg","beverage $2.29 x2 $4.91","line_item"
"total_belanja/crop_01583.jpg","Total Rp 20.000","total_belanja"
"line_item/crop_01582.jpg","PASEA SMART 540 SHEETS 10.500","line_item"
"nama_toko/crop_01584.jpg","ROONA COFFEE P.AIM","nama_toko"
"tanggal_waktu/crop_01585.jpg","28 Okt 25 15:37","tanggal_waktu"
"line_item/crop_01581.jpg","AICE SEMANGKA STICK 3.500","line_item"
"line_item/crop_01586.jpg","ROONA COFFEE 20.000","line_item"
"total_belanja/crop_01587.jpg","TOTAL 20.000","total_belanja"
"tanggal_waktu/crop_01589.jpg","27 OKT 2025 15:01","tanggal_waktu"
"total_belanja/crop_01591.jpg","TOTAL 100.000","total_belanja"
"line_item/crop_01590.jpg","1 ROLL CAKE SWEET TARO 100.000","line_item"
"nama_toko/crop_01588.jpg","WARUNG KUE","nama_toko"
"nama_toko/crop_01592.jpg","WARUNG Kue","nama_toko"
"total_belanja/crop_01595.jpg","Total 100.000","total_belanja"
"tanggal_waktu/crop_01593.jpg","27 Okt 25 15:01","tanggal_waktu"
"tanggal_waktu/crop_01597.jpg","28 Okt 25 13:48","tanggal_waktu"
"line_item/crop_01598.jpg","Butterscotch ICED Latte 28.000","line_item"
"nama_toko/crop_01596.jpg","Roona Coffee","nama_toko"
"line_item/crop_01594.jpg","ROLL CaKE Sweet TARO 100.000","line_item"
"tanggal_waktu/crop_01604.jpg","28.10.25-13:40","tanggal_waktu"
"total_belanja/crop_01599.jpg","Total 26.000","total_belanja"
"total_belanja/crop_01602.jpg","TOTAL BELANJA 3.900","total_belanja"
"line_item/crop_01605.jpg","NESTLE PURE LIFE 600 3.900","line_item"
"line_item/crop_01601.jpg","NESTLE PURE LIFE 600 3.900 3.900","line_item"
"nama_toko/crop_01603.jpg","INDOMARET","nama_toko"
"nama_toko/crop_01607.jpg","AMPERA RAYA","nama_toko"
"nama_toko/crop_01611.jpg","AMPERA RAYA","nama_toko"
